HCP_ID,Event_Count
n016,965
n021,6875
n039,3499
n032,4979
n038,4929
n030,5245
n043,2790
pr045,1913
n023,1081
ss043,343
ss041,286
n022,1259
n019,266
pr032,3636
n004,1452
n020,4912
n034,3619
n042,3271
n047,3784
n045,4803
n033,1984
pr022,1048
n048,3569
n044,4892
n049,5789
n009,2106
n001,2753
ss049,2127
ss027,1075
pr035,3352
n046,3662
n018,1685
ss031,567
n026,2982
pr040,4548
ss048,15
n005,35
ss017,15
n035,1710
n008,1627
pr037,58
ss044,2415
ss034,2391
