HCP_ID,Event_Count
n040,2122
n015,5968
n004,4203
n039,6732
n014,7236
n017,5807
n012,5130
n030,5073
n026,1461
pr001,1620
n018,19
n037,4417
n031,5316
n050,3868
n007,5048
n021,4601
n027,2147
n036,5494
n045,2500
n016,1416
pr025,3250
n034,2517
ss034,74
ss043,1531
n008,31
pr012,3308
pr015,486
n005,1389
pr037,249
n022,2311
ss048,827
n032,2147
n035,1037
n047,1023
n038,435
n003,1219
n033,1412
ss011,1310
ss004,30
