HCP_ID,Event_Count
n007,3865
n043,2122
n028,4728
n017,4525
pr002,3292
n026,2525
n032,2799
n040,4876
n018,3664
n050,4108
pr020,3601
n027,2390
n030,4370
n046,1263
n021,6457
n031,2376
n008,2503
n022,426
n009,3243
n037,4881
n039,3133
n048,1983
n045,6038
n015,2066
pr017,784
n003,155
n036,1280
ss043,780
ss039,739
n001,1679
n044,948
ss027,66
ss049,846
n041,1803
n042,1668
pr037,744
ss036,129
pr034,45
n023,120
