HCP_ID,Event_Count
n007,3012
n009,5901
n001,5292
n008,6443
ss024,3778
n027,2735
n005,2123
n022,2838
n014,4302
n020,5398
n023,2516
n037,728
n021,3859
n002,1281
n031,6118
n040,339
n039,5258
n026,3448
n035,5745
n049,5083
pr032,369
n047,5028
n017,1337
n044,2529
n041,4702
n019,2239
ss044,814
n028,2021
pr043,1110
pr025,2629
n032,4401
n038,5363
n036,2416
ss004,818
ss041,1303
ss046,1896
pr040,804
n024,941
n016,1827
pr014,307
ss043,263
ss011,30
pr037,138
